หมวดข้อมูล,จังหวัด,โรงพยาบาล,ตัวชี้วัด,ค่า,หน่วย,แหล่งข้อมูล,สถานะข้อมูล
ประชากร_HDC_2569,เชียงใหม่,นครพิงค์,ประชากรชาย,566320.0,คน,HDC,ข้อมูลจริง
ประชากร_HDC_2569,เชียงใหม่,นครพิงค์,ประชากรหญิง,604374.0,คน,HDC,ข้อมูลจริง
ประชากร_HDC_2569,เชียงใหม่,นครพิงค์,ประชากรรวม,1170694.0,คน,HDC,ข้อมูลจริง
ประชากร_HDC_2569,เชียงราย,เชียงรายประชานุเคราะห์,ประชากรชาย,430935.0,คน,HDC,ข้อมูลจริง
ประชากร_HDC_2569,เชียงราย,เชียงรายประชานุเคราะห์,ประชากรหญิง,453202.0,คน,HDC,ข้อมูลจริง
ประชากร_HDC_2569,เชียงราย,เชียงรายประชานุเคราะห์,ประชากรรวม,884137.0,คน,HDC,ข้อมูลจริง
ประชากร_HDC_2569,ลำปาง,ลำปาง,ประชากรชาย,240205.0,คน,HDC,ข้อมูลจริง
ประชากร_HDC_2569,ลำปาง,ลำปาง,ประชากรหญิง,260971.0,คน,HDC,ข้อมูลจริง
ประชากร_HDC_2569,ลำปาง,ลำปาง,ประชากรรวม,501176.0,คน,HDC,ข้อมูลจริง
ประชากร_HDC_2569,น่าน,น่าน,ประชากรชาย,172461.0,คน,HDC,ข้อมูลจริง
ประชากร_HDC_2569,น่าน,น่าน,ประชากรหญิง,177885.0,คน,HDC,ข้อมูลจริง
ประชากร_HDC_2569,น่าน,น่าน,ประชากรรวม,350346.0,คน,HDC,ข้อมูลจริง
ประชากร_HDC_2569,พะเยา,พะเยา,ประชากรชาย,169109.0,คน,HDC,ข้อมูลจริง
ประชากร_HDC_2569,พะเยา,พะเยา,ประชากรหญิง,180969.0,คน,HDC,ข้อมูลจริง
ประชากร_HDC_2569,พะเยา,พะเยา,ประชากรรวม,350078.0,คน,HDC,ข้อมูลจริง
ประชากร_HDC_2569,ลำพูน,ลำพูน,ประชากรชาย,162912.0,คน,HDC,ข้อมูลจริง
ประชากร_HDC_2569,ลำพูน,ลำพูน,ประชากรหญิง,174541.0,คน,HDC,ข้อมูลจริง
ประชากร_HDC_2569,ลำพูน,ลำพูน,ประชากรรวม,337453.0,คน,HDC,ข้อมูลจริง
ประชากร_HDC_2569,แพร่,แพร่,ประชากรชาย,150121.0,คน,HDC,ข้อมูลจริง
ประชากร_HDC_2569,แพร่,แพร่,ประชากรหญิง,165542.0,คน,HDC,ข้อมูลจริง
ประชากร_HDC_2569,แพร่,แพร่,ประชากรรวม,315663.0,คน,HDC,ข้อมูลจริง
ประชากร_HDC_2569,แม่ฮ่องสอน,-,ประชากรชาย,89933.0,คน,HDC,ข้อมูลจริง
ประชากร_HDC_2569,แม่ฮ่องสอน,-,ประชากรหญิง,89950.0,คน,HDC,ข้อมูลจริง
ประชากร_HDC_2569,แม่ฮ่องสอน,-,ประชากรรวม,179883.0,คน,HDC,ข้อมูลจริง
กำลังคน_แพทย์,-,นครพิงค์,นายแพทย์,274.0,คน,hr_blueprint.db,ข้อมูลจริง
กำลังคน_แพทย์,-,นครพิงค์,นักเทคนิคการแพทย์,43.0,คน,hr_blueprint.db,ข้อมูลจริง
กำลังคน_แพทย์,-,นครพิงค์,ทันตแพทย์,31.0,คน,hr_blueprint.db,ข้อมูลจริง
กำลังคน_แพทย์,-,นครพิงค์,นักรังสีการแพทย์,22.0,คน,hr_blueprint.db,ข้อมูลจริง
กำลังคน_แพทย์,-,นครพิงค์,ผู้ช่วยทันตแพทย์,19.0,คน,hr_blueprint.db,ข้อมูลจริง
กำลังคน_แพทย์,-,นครพิงค์,พนักงานการแพทย์และรังสีเทคนิค,16.0,คน,hr_blueprint.db,ข้อมูลจริง
กำลังคน_แพทย์,-,นครพิงค์,นักวิทยาศาสตร์การแพทย์,6.0,คน,hr_blueprint.db,ข้อมูลจริง
กำลังคน_แพทย์,-,นครพิงค์,แพทย์แผนไทย,4.0,คน,hr_blueprint.db,ข้อมูลจริง
กำลังคน_แพทย์,-,นครพิงค์,เจ้าพนักงานวิทยาศาสตร์การแพทย์,4.0,คน,hr_blueprint.db,ข้อมูลจริง
กำลังคน_แพทย์,-,นครพิงค์,ผู้อำนวยการเฉพาะด้าน(แพทย์),1.0,คน,hr_blueprint.db,ข้อมูลจริง
กำลังคน_แพทย์,-,น่าน,นายแพทย์,119.0,คน,hr_blueprint.db,ข้อมูลจริง
กำลังคน_แพทย์,-,น่าน,นักเทคนิคการแพทย์,34.0,คน,hr_blueprint.db,ข้อมูลจริง
กำลังคน_แพทย์,-,น่าน,ทันตแพทย์,31.0,คน,hr_blueprint.db,ข้อมูลจริง
กำลังคน_แพทย์,-,น่าน,ผู้ช่วยทันตแพทย์,22.0,คน,hr_blueprint.db,ข้อมูลจริง
กำลังคน_แพทย์,-,น่าน,นักรังสีการแพทย์,11.0,คน,hr_blueprint.db,ข้อมูลจริง
กำลังคน_แพทย์,-,น่าน,พนักงานการแพทย์และรังสีเทคนิค,7.0,คน,hr_blueprint.db,ข้อมูลจริง
กำลังคน_แพทย์,-,น่าน,แพทย์แผนไทย,5.0,คน,hr_blueprint.db,ข้อมูลจริง
กำลังคน_แพทย์,-,น่าน,เจ้าพนักงานวิทยาศาสตร์การแพทย์,5.0,คน,hr_blueprint.db,ข้อมูลจริง
กำลังคน_แพทย์,-,น่าน,ผู้อำนวยการเฉพาะด้าน(แพทย์),2.0,คน,hr_blueprint.db,ข้อมูลจริง
กำลังคน_แพทย์,-,น่าน,แพทย์แผนไทย/นักวิชาการสาธารณสุข,1.0,คน,hr_blueprint.db,ข้อมูลจริง
กำลังคน_แพทย์,-,น่าน,นักวิทยาศาสตร์การแพทย์,1.0,คน,hr_blueprint.db,ข้อมูลจริง
กำลังคน_แพทย์,-,น่าน,ช่างภาพการแพทย์,1.0,คน,hr_blueprint.db,ข้อมูลจริง
กำลังคน_แพทย์,-,พะเยา,นายแพทย์,72.0,คน,hr_blueprint.db,ข้อมูลจริง
กำลังคน_แพทย์,-,พะเยา,นักเทคนิคการแพทย์,19.0,คน,hr_blueprint.db,ข้อมูลจริง
กำลังคน_แพทย์,-,พะเยา,ทันตแพทย์,18.0,คน,hr_blueprint.db,ข้อมูลจริง
กำลังคน_แพทย์,-,พะเยา,เจ้าพนักงานวิทยาศาสตร์การแพทย์,8.0,คน,hr_blueprint.db,ข้อมูลจริง
กำลังคน_แพทย์,-,พะเยา,นักรังสีการแพทย์,7.0,คน,hr_blueprint.db,ข้อมูลจริง
กำลังคน_แพทย์,-,พะเยา,พนักงานการแพทย์และรังสีเทคนิค,6.0,คน,hr_blueprint.db,ข้อมูลจริง
กำลังคน_แพทย์,-,พะเยา,แพทย์แผนไทย,4.0,คน,hr_blueprint.db,ข้อมูลจริง
กำลังคน_แพทย์,-,พะเยา,ผู้ช่วยทันตแพทย์,3.0,คน,hr_blueprint.db,ข้อมูลจริง
กำลังคน_แพทย์,-,พะเยา,นักวิทยาศาสตร์การแพทย์,3.0,คน,hr_blueprint.db,ข้อมูลจริง
กำลังคน_แพทย์,-,พะเยา,ผู้อำนวยการเฉพาะด้าน(แพทย์),2.0,คน,hr_blueprint.db,ข้อมูลจริง
กำลังคน_แพทย์,-,พะเยา,เจ้าพนักงานรังสีการแพทย์,1.0,คน,hr_blueprint.db,ข้อมูลจริง
กำลังคน_แพทย์,-,ลำปาง,นายแพทย์,238.0,คน,hr_blueprint.db,ข้อมูลจริง
กำลังคน_แพทย์,-,ลำปาง,นักเทคนิคการแพทย์,47.0,คน,hr_blueprint.db,ข้อมูลจริง
กำลังคน_แพทย์,-,ลำปาง,ทันตแพทย์,28.0,คน,hr_blueprint.db,ข้อมูลจริง
กำลังคน_แพทย์,-,ลำปาง,นักรังสีการแพทย์,17.0,คน,hr_blueprint.db,ข้อมูลจริง
กำลังคน_แพทย์,-,ลำปาง,พนักงานการแพทย์และรังสีเทคนิค,11.0,คน,hr_blueprint.db,ข้อมูลจริง
กำลังคน_แพทย์,-,ลำปาง,ผู้ช่วยทันตแพทย์,10.0,คน,hr_blueprint.db,ข้อมูลจริง
กำลังคน_แพทย์,-,ลำปาง,นักวิทยาศาสตร์การแพทย์,8.0,คน,hr_blueprint.db,ข้อมูลจริง
กำลังคน_แพทย์,-,ลำปาง,แพทย์แผนไทย,7.0,คน,hr_blueprint.db,ข้อมูลจริง
กำลังคน_แพทย์,-,ลำปาง,เจ้าพนักงานรังสีการแพทย์,4.0,คน,hr_blueprint.db,ข้อมูลจริง
กำลังคน_แพทย์,-,ลำปาง,เจ้าพนักงานวิทยาศาสตร์การแพทย์,3.0,คน,hr_blueprint.db,ข้อมูลจริง
กำลังคน_แพทย์,-,ลำปาง,ผู้อำนวยการเฉพาะด้าน(แพทย์),2.0,คน,hr_blueprint.db,ข้อมูลจริง
กำลังคน_แพทย์,-,ลำปาง,แพทย์แผนไทย/นักวิชาการสาธารณสุข,1.0,คน,hr_blueprint.db,ข้อมูลจริง
กำลังคน_แพทย์,-,ลำปาง,ช่างภาพการแพทย์,1.0,คน,hr_blueprint.db,ข้อมูลจริง
กำลังคน_แพทย์,-,ลำพูน,นายแพทย์,102.0,คน,hr_blueprint.db,ข้อมูลจริง
กำลังคน_แพทย์,-,ลำพูน,นักเทคนิคการแพทย์,22.0,คน,hr_blueprint.db,ข้อมูลจริง
กำลังคน_แพทย์,-,ลำพูน,ทันตแพทย์,22.0,คน,hr_blueprint.db,ข้อมูลจริง
กำลังคน_แพทย์,-,ลำพูน,ผู้ช่วยทันตแพทย์,16.0,คน,hr_blueprint.db,ข้อมูลจริง
กำลังคน_แพทย์,-,ลำพูน,พนักงานการแพทย์และรังสีเทคนิค,7.0,คน,hr_blueprint.db,ข้อมูลจริง
กำลังคน_แพทย์,-,ลำพูน,เจ้าพนักงานวิทยาศาสตร์การแพทย์,6.0,คน,hr_blueprint.db,ข้อมูลจริง
กำลังคน_แพทย์,-,ลำพูน,นักรังสีการแพทย์,6.0,คน,hr_blueprint.db,ข้อมูลจริง
กำลังคน_แพทย์,-,ลำพูน,แพทย์แผนไทย,5.0,คน,hr_blueprint.db,ข้อมูลจริง
กำลังคน_แพทย์,-,ลำพูน,เจ้าพนักงานรังสีการแพทย์,4.0,คน,hr_blueprint.db,ข้อมูลจริง
กำลังคน_แพทย์,-,ลำพูน,นักวิทยาศาสตร์การแพทย์,3.0,คน,hr_blueprint.db,ข้อมูลจริง
กำลังคน_แพทย์,-,ลำพูน,ผู้อำนวยการเฉพาะด้าน(แพทย์),2.0,คน,hr_blueprint.db,ข้อมูลจริง
กำลังคน_แพทย์,-,ลำพูน,ช่างภาพการแพทย์,1.0,คน,hr_blueprint.db,ข้อมูลจริง
กำลังคน_แพทย์,-,เชียงคำ,นายแพทย์,41.0,คน,hr_blueprint.db,ข้อมูลจริง
กำลังคน_แพทย์,-,เชียงคำ,นักเทคนิคการแพทย์,13.0,คน,hr_blueprint.db,ข้อมูลจริง
กำลังคน_แพทย์,-,เชียงคำ,ทันตแพทย์,13.0,คน,hr_blueprint.db,ข้อมูลจริง
กำลังคน_แพทย์,-,เชียงคำ,ผู้ช่วยทันตแพทย์,7.0,คน,hr_blueprint.db,ข้อมูลจริง
กำลังคน_แพทย์,-,เชียงคำ,นักรังสีการแพทย์,6.0,คน,hr_blueprint.db,ข้อมูลจริง
กำลังคน_แพทย์,-,เชียงคำ,นักวิทยาศาสตร์การแพทย์,4.0,คน,hr_blueprint.db,ข้อมูลจริง
กำลังคน_แพทย์,-,เชียงคำ,พนักงานการแพทย์และรังสีเทคนิค,3.0,คน,hr_blueprint.db,ข้อมูลจริง
กำลังคน_แพทย์,-,เชียงคำ,แพทย์แผนไทย,2.0,คน,hr_blueprint.db,ข้อมูลจริง
กำลังคน_แพทย์,-,เชียงคำ,เจ้าพนักงานวิทยาศาสตร์การแพทย์,1.0,คน,hr_blueprint.db,ข้อมูลจริง
กำลังคน_แพทย์,-,เชียงคำ,เจ้าพนักงานรังสีการแพทย์,1.0,คน,hr_blueprint.db,ข้อมูลจริง
กำลังคน_แพทย์,-,เชียงคำ,ผู้อำนวยการเฉพาะด้าน(แพทย์),1.0,คน,hr_blueprint.db,ข้อมูลจริง
กำลังคน_แพทย์,-,เชียงรายประชานุเคราะห์,นายแพทย์,256.0,คน,hr_blueprint.db,ข้อมูลจริง
กำลังคน_แพทย์,-,เชียงรายประชานุเคราะห์,ผู้ช่วยทันตแพทย์,39.0,คน,hr_blueprint.db,ข้อมูลจริง
กำลังคน_แพทย์,-,เชียงรายประชานุเคราะห์,นักเทคนิคการแพทย์,38.0,คน,hr_blueprint.db,ข้อมูลจริง
กำลังคน_แพทย์,-,เชียงรายประชานุเคราะห์,ทันตแพทย์,34.0,คน,hr_blueprint.db,ข้อมูลจริง
กำลังคน_แพทย์,-,เชียงรายประชานุเคราะห์,นักรังสีการแพทย์,25.0,คน,hr_blueprint.db,ข้อมูลจริง
กำลังคน_แพทย์,-,เชียงรายประชานุเคราะห์,พนักงานการแพทย์และรังสีเทคนิค,11.0,คน,hr_blueprint.db,ข้อมูลจริง
กำลังคน_แพทย์,-,เชียงรายประชานุเคราะห์,นักวิทยาศาสตร์การแพทย์,8.0,คน,hr_blueprint.db,ข้อมูลจริง
กำลังคน_แพทย์,-,เชียงรายประชานุเคราะห์,แพทย์แผนไทย,6.0,คน,hr_blueprint.db,ข้อมูลจริง
กำลังคน_แพทย์,-,เชียงรายประชานุเคราะห์,นักรังสีการแพทย์/นักวิชาการสาธารณสุข,4.0,คน,hr_blueprint.db,ข้อมูลจริง
กำลังคน_แพทย์,-,เชียงรายประชานุเคราะห์,เจ้าพนักงานวิทยาศาสตร์การแพทย์,2.0,คน,hr_blueprint.db,ข้อมูลจริง
กำลังคน_แพทย์,-,เชียงรายประชานุเคราะห์,ผู้อำนวยการเฉพาะด้าน(แพทย์),1.0,คน,hr_blueprint.db,ข้อมูลจริง
กำลังคน_แพทย์,-,แพร่,นายแพทย์,123.0,คน,hr_blueprint.db,ข้อมูลจริง
กำลังคน_แพทย์,-,แพร่,นักเทคนิคการแพทย์,25.0,คน,hr_blueprint.db,ข้อมูลจริง
กำลังคน_แพทย์,-,แพร่,ทันตแพทย์,20.0,คน,hr_blueprint.db,ข้อมูลจริง
กำลังคน_แพทย์,-,แพร่,ผู้ช่วยทันตแพทย์,10.0,คน,hr_blueprint.db,ข้อมูลจริง
กำลังคน_แพทย์,-,แพร่,แพทย์แผนไทย,7.0,คน,hr_blueprint.db,ข้อมูลจริง
กำลังคน_แพทย์,-,แพร่,เจ้าพนักงานรังสีการแพทย์,4.0,คน,hr_blueprint.db,ข้อมูลจริง
กำลังคน_แพทย์,-,แพร่,พนักงานการแพทย์และรังสีเทคนิค,4.0,คน,hr_blueprint.db,ข้อมูลจริง
กำลังคน_แพทย์,-,แพร่,นักรังสีการแพทย์,4.0,คน,hr_blueprint.db,ข้อมูลจริง
กำลังคน_แพทย์,-,แพร่,เจ้าพนักงานวิทยาศาสตร์การแพทย์,3.0,คน,hr_blueprint.db,ข้อมูลจริง
กำลังคน_แพทย์,-,แพร่,ผู้อำนวยการเฉพาะด้าน(แพทย์),2.0,คน,hr_blueprint.db,ข้อมูลจริง
กำลังคน_แพทย์,-,แพร่,นักวิทยาศาสตร์การแพทย์,2.0,คน,hr_blueprint.db,ข้อมูลจริง
กำลังคน_พยาบาล,-,นครพิงค์,พยาบาลวิชาชีพ,842.0,คน,hr_blueprint.db,ข้อมูลจริง
กำลังคน_พยาบาล,-,นครพิงค์,ผู้ช่วยพยาบาล,127.0,คน,hr_blueprint.db,ข้อมูลจริง
กำลังคน_พยาบาล,-,นครพิงค์,พยาบาลวิชาชีพ/นักวิชาการสาธารณสุข,36.0,คน,hr_blueprint.db,ข้อมูลจริง
กำลังคน_พยาบาล,-,นครพิงค์,พยาบาลเทคนิค,1.0,คน,hr_blueprint.db,ข้อมูลจริง
กำลังคน_พยาบาล,-,น่าน,พยาบาลวิชาชีพ,624.0,คน,hr_blueprint.db,ข้อมูลจริง
กำลังคน_พยาบาล,-,น่าน,ผู้ช่วยพยาบาล,104.0,คน,hr_blueprint.db,ข้อมูลจริง
กำลังคน_พยาบาล,-,น่าน,พยาบาลวิชาชีพ/นักวิชาการสาธารณสุข,9.0,คน,hr_blueprint.db,ข้อมูลจริง
กำลังคน_พยาบาล,-,น่าน,พนักงานช่วยการพยาบาล,5.0,คน,hr_blueprint.db,ข้อมูลจริง
กำลังคน_พยาบาล,-,พะเยา,พยาบาลวิชาชีพ,399.0,คน,hr_blueprint.db,ข้อมูลจริง
กำลังคน_พยาบาล,-,พะเยา,ผู้ช่วยพยาบาล,44.0,คน,hr_blueprint.db,ข้อมูลจริง
กำลังคน_พยาบาล,-,พะเยา,พยาบาลเทคนิค,5.0,คน,hr_blueprint.db,ข้อมูลจริง
กำลังคน_พยาบาล,-,พะเยา,พยาบาลวิชาชีพ/นักวิชาการสาธารณสุข,1.0,คน,hr_blueprint.db,ข้อมูลจริง
กำลังคน_พยาบาล,-,ลำปาง,พยาบาลวิชาชีพ,905.0,คน,hr_blueprint.db,ข้อมูลจริง
กำลังคน_พยาบาล,-,ลำปาง,พยาบาลวิชาชีพ/นักวิชาการสาธารณสุข,85.0,คน,hr_blueprint.db,ข้อมูลจริง
กำลังคน_พยาบาล,-,ลำปาง,ผู้ช่วยพยาบาล,50.0,คน,hr_blueprint.db,ข้อมูลจริง
กำลังคน_พยาบาล,-,ลำปาง,พยาบาลเทคนิค,3.0,คน,hr_blueprint.db,ข้อมูลจริง
กำลังคน_พยาบาล,-,ลำพูน,พยาบาลวิชาชีพ,482.0,คน,hr_blueprint.db,ข้อมูลจริง
กำลังคน_พยาบาล,-,ลำพูน,ผู้ช่วยพยาบาล,66.0,คน,hr_blueprint.db,ข้อมูลจริง
กำลังคน_พยาบาล,-,ลำพูน,พนักงานช่วยการพยาบาล,10.0,คน,hr_blueprint.db,ข้อมูลจริง
กำลังคน_พยาบาล,-,ลำพูน,พยาบาลวิชาชีพ/นักวิชาการสาธารณสุข,1.0,คน,hr_blueprint.db,ข้อมูลจริง
กำลังคน_พยาบาล,-,เชียงคำ,พยาบาลวิชาชีพ,249.0,คน,hr_blueprint.db,ข้อมูลจริง
กำลังคน_พยาบาล,-,เชียงคำ,ผู้ช่วยพยาบาล,16.0,คน,hr_blueprint.db,ข้อมูลจริง
กำลังคน_พยาบาล,-,เชียงคำ,พยาบาลวิชาชีพ/นักวิชาการสาธารณสุข,3.0,คน,hr_blueprint.db,ข้อมูลจริง
กำลังคน_พยาบาล,-,เชียงคำ,พยาบาลเทคนิค,1.0,คน,hr_blueprint.db,ข้อมูลจริง
กำลังคน_พยาบาล,-,เชียงรายประชานุเคราะห์,พยาบาลวิชาชีพ,1062.0,คน,hr_blueprint.db,ข้อมูลจริง
กำลังคน_พยาบาล,-,เชียงรายประชานุเคราะห์,ผู้ช่วยพยาบาล,93.0,คน,hr_blueprint.db,ข้อมูลจริง
กำลังคน_พยาบาล,-,เชียงรายประชานุเคราะห์,พยาบาลวิชาชีพ/นักวิชาการสาธารณสุข,27.0,คน,hr_blueprint.db,ข้อมูลจริง
กำลังคน_พยาบาล,-,เชียงรายประชานุเคราะห์,พนักงานช่วยการพยาบาล,7.0,คน,hr_blueprint.db,ข้อมูลจริง
กำลังคน_พยาบาล,-,แพร่,พยาบาลวิชาชีพ,520.0,คน,hr_blueprint.db,ข้อมูลจริง
กำลังคน_พยาบาล,-,แพร่,ผู้ช่วยพยาบาล,85.0,คน,hr_blueprint.db,ข้อมูลจริง
กำลังคน_พยาบาล,-,แพร่,พยาบาลวิชาชีพ/นักวิชาการสาธารณสุข,13.0,คน,hr_blueprint.db,ข้อมูลจริง
กำลังคน_พยาบาล,-,แพร่,พนักงานช่วยการพยาบาล,3.0,คน,hr_blueprint.db,ข้อมูลจริง
กำลังคน_เภสัชกร,-,นครพิงค์,เภสัชกร,62.0,คน,hr_blueprint.db,ข้อมูลจริง
กำลังคน_เภสัชกร,-,นครพิงค์,เจ้าพนักงานเภสัชกรรม,27.0,คน,hr_blueprint.db,ข้อมูลจริง
กำลังคน_เภสัชกร,-,นครพิงค์,พนักงานเภสัชกรรม,1.0,คน,hr_blueprint.db,ข้อมูลจริง
กำลังคน_เภสัชกร,-,น่าน,เภสัชกร,48.0,คน,hr_blueprint.db,ข้อมูลจริง
กำลังคน_เภสัชกร,-,น่าน,เจ้าพนักงานเภสัชกรรม,21.0,คน,hr_blueprint.db,ข้อมูลจริง
กำลังคน_เภสัชกร,-,น่าน,พนักงานเภสัชกรรม,8.0,คน,hr_blueprint.db,ข้อมูลจริง
กำลังคน_เภสัชกร,-,พะเยา,เภสัชกร,45.0,คน,hr_blueprint.db,ข้อมูลจริง
กำลังคน_เภสัชกร,-,พะเยา,เจ้าพนักงานเภสัชกรรม,16.0,คน,hr_blueprint.db,ข้อมูลจริง
กำลังคน_เภสัชกร,-,พะเยา,พนักงานเภสัชกรรม,3.0,คน,hr_blueprint.db,ข้อมูลจริง
กำลังคน_เภสัชกร,-,ลำปาง,เภสัชกร,78.0,คน,hr_blueprint.db,ข้อมูลจริง
กำลังคน_เภสัชกร,-,ลำปาง,เจ้าพนักงานเภสัชกรรม,33.0,คน,hr_blueprint.db,ข้อมูลจริง
กำลังคน_เภสัชกร,-,ลำปาง,พนักงานเภสัชกรรม,2.0,คน,hr_blueprint.db,ข้อมูลจริง
กำลังคน_เภสัชกร,-,ลำพูน,เภสัชกร,47.0,คน,hr_blueprint.db,ข้อมูลจริง
กำลังคน_เภสัชกร,-,ลำพูน,เจ้าพนักงานเภสัชกรรม,24.0,คน,hr_blueprint.db,ข้อมูลจริง
กำลังคน_เภสัชกร,-,ลำพูน,พนักงานเภสัชกรรม,1.0,คน,hr_blueprint.db,ข้อมูลจริง
กำลังคน_เภสัชกร,-,เชียงคำ,เภสัชกร,24.0,คน,hr_blueprint.db,ข้อมูลจริง
กำลังคน_เภสัชกร,-,เชียงคำ,เจ้าพนักงานเภสัชกรรม,14.0,คน,hr_blueprint.db,ข้อมูลจริง
กำลังคน_เภสัชกร,-,เชียงคำ,พนักงานเภสัชกรรม,7.0,คน,hr_blueprint.db,ข้อมูลจริง
กำลังคน_เภสัชกร,-,เชียงรายประชานุเคราะห์,เภสัชกร,74.0,คน,hr_blueprint.db,ข้อมูลจริง
กำลังคน_เภสัชกร,-,เชียงรายประชานุเคราะห์,เจ้าพนักงานเภสัชกรรม,22.0,คน,hr_blueprint.db,ข้อมูลจริง
กำลังคน_เภสัชกร,-,เชียงรายประชานุเคราะห์,พนักงานเภสัชกรรม,1.0,คน,hr_blueprint.db,ข้อมูลจริง
กำลังคน_เภสัชกร,-,แพร่,เภสัชกร,50.0,คน,hr_blueprint.db,ข้อมูลจริง
กำลังคน_เภสัชกร,-,แพร่,เจ้าพนักงานเภสัชกรรม,22.0,คน,hr_blueprint.db,ข้อมูลจริง
กำลังคน_เภสัชกร,-,แพร่,พนักงานเภสัชกรรม,2.0,คน,hr_blueprint.db,ข้อมูลจริง
กำลังคน_อื่นๆ,-,นครพิงค์,ทันตแพทย์,31.0,คน,hr_blueprint.db,ข้อมูลจริง
กำลังคน_อื่นๆ,-,นครพิงค์,ผู้ช่วยทันตแพทย์,19.0,คน,hr_blueprint.db,ข้อมูลจริง
กำลังคน_อื่นๆ,-,นครพิงค์,นักกายภาพบำบัด,16.0,คน,hr_blueprint.db,ข้อมูลจริง
กำลังคน_อื่นๆ,-,นครพิงค์,ผู้ช่วยนักกายภาพบำบัด,3.0,คน,hr_blueprint.db,ข้อมูลจริง
กำลังคน_อื่นๆ,-,นครพิงค์,นักจิตวิทยาคลินิก,3.0,คน,hr_blueprint.db,ข้อมูลจริง
กำลังคน_อื่นๆ,-,นครพิงค์,เจ้าพนักงานทันตสาธารณสุข,2.0,คน,hr_blueprint.db,ข้อมูลจริง
กำลังคน_อื่นๆ,-,นครพิงค์,พนักงานกายภาพบำบัด,1.0,คน,hr_blueprint.db,ข้อมูลจริง
กำลังคน_อื่นๆ,-,นครพิงค์,ช่างทันตกรรม,1.0,คน,hr_blueprint.db,ข้อมูลจริง
กำลังคน_อื่นๆ,-,น่าน,ทันตแพทย์,31.0,คน,hr_blueprint.db,ข้อมูลจริง
กำลังคน_อื่นๆ,-,น่าน,ผู้ช่วยทันตแพทย์,22.0,คน,hr_blueprint.db,ข้อมูลจริง
กำลังคน_อื่นๆ,-,น่าน,นักกายภาพบำบัด,12.0,คน,hr_blueprint.db,ข้อมูลจริง
กำลังคน_อื่นๆ,-,น่าน,เจ้าพนักงานทันตสาธารณสุข,8.0,คน,hr_blueprint.db,ข้อมูลจริง
กำลังคน_อื่นๆ,-,น่าน,ผู้ช่วยนักกายภาพบำบัด,5.0,คน,hr_blueprint.db,ข้อมูลจริง
กำลังคน_อื่นๆ,-,น่าน,นักจิตวิทยาคลินิก,2.0,คน,hr_blueprint.db,ข้อมูลจริง
กำลังคน_อื่นๆ,-,น่าน,นักจิตวิทยา,2.0,คน,hr_blueprint.db,ข้อมูลจริง
กำลังคน_อื่นๆ,-,พะเยา,ทันตแพทย์,18.0,คน,hr_blueprint.db,ข้อมูลจริง
กำลังคน_อื่นๆ,-,พะเยา,นักกายภาพบำบัด,9.0,คน,hr_blueprint.db,ข้อมูลจริง
กำลังคน_อื่นๆ,-,พะเยา,เจ้าพนักงานทันตสาธารณสุข,7.0,คน,hr_blueprint.db,ข้อมูลจริง
กำลังคน_อื่นๆ,-,พะเยา,ผู้ช่วยนักกายภาพบำบัด,5.0,คน,hr_blueprint.db,ข้อมูลจริง
กำลังคน_อื่นๆ,-,พะเยา,ผู้ช่วยทันตแพทย์,3.0,คน,hr_blueprint.db,ข้อมูลจริง
กำลังคน_อื่นๆ,-,พะเยา,นักจิตวิทยาคลินิก,2.0,คน,hr_blueprint.db,ข้อมูลจริง
กำลังคน_อื่นๆ,-,ลำปาง,ทันตแพทย์,28.0,คน,hr_blueprint.db,ข้อมูลจริง
กำลังคน_อื่นๆ,-,ลำปาง,นักกายภาพบำบัด,18.0,คน,hr_blueprint.db,ข้อมูลจริง
กำลังคน_อื่นๆ,-,ลำปาง,ผู้ช่วยทันตแพทย์,10.0,คน,hr_blueprint.db,ข้อมูลจริง
กำลังคน_อื่นๆ,-,ลำปาง,นักจิตวิทยาคลินิก,6.0,คน,hr_blueprint.db,ข้อมูลจริง
กำลังคน_อื่นๆ,-,ลำปาง,เจ้าพนักงานทันตสาธารณสุข,5.0,คน,hr_blueprint.db,ข้อมูลจริง
กำลังคน_อื่นๆ,-,ลำปาง,ผู้ช่วยนักกายภาพบำบัด,5.0,คน,hr_blueprint.db,ข้อมูลจริง
กำลังคน_อื่นๆ,-,ลำปาง,ช่างทันตกรรม,1.0,คน,hr_blueprint.db,ข้อมูลจริง
กำลังคน_อื่นๆ,-,ลำพูน,ทันตแพทย์,22.0,คน,hr_blueprint.db,ข้อมูลจริง
กำลังคน_อื่นๆ,-,ลำพูน,ผู้ช่วยทันตแพทย์,16.0,คน,hr_blueprint.db,ข้อมูลจริง
กำลังคน_อื่นๆ,-,ลำพูน,นักกายภาพบำบัด,12.0,คน,hr_blueprint.db,ข้อมูลจริง
กำลังคน_อื่นๆ,-,ลำพูน,เจ้าพนักงานทันตสาธารณสุข,7.0,คน,hr_blueprint.db,ข้อมูลจริง
กำลังคน_อื่นๆ,-,ลำพูน,ผู้ช่วยนักกายภาพบำบัด,4.0,คน,hr_blueprint.db,ข้อมูลจริง
กำลังคน_อื่นๆ,-,ลำพูน,นักจิตวิทยาคลินิก,4.0,คน,hr_blueprint.db,ข้อมูลจริง
