หมวดข้อมูล,จังหวัด,โรงพยาบาล,ตัวชี้วัด,ค่า,หน่วย,แหล่งข้อมูล,สถานะข้อมูล
ค่าจริง_ServicePlan_CI0101,-,ลำพูน,CI0101_จำนวนผู้ป่วยในที่มีภาวะติดเชื้อในกระแสโลหิต เสียชีวิต,141.0,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_ServicePlan_CI0101,-,ลำพูน,CI0101_จำนวนผู้ป่วยในที่มีภาวะติดเชื้อในกระแสโลหิต ทั้งหมด,497.0,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_ServicePlan_CI0101,-,ลำปาง,CI0101_ชื่อจังหวัด,ลำปาง,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_ServicePlan_CI0101,-,ลำปาง,CI0101_ระดับ,A,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_ServicePlan_CI0101,-,ลำปาง,CI0101_สถานพยาบาล,10672 โรงพยาบาลลำปาง,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_ServicePlan_CI0101,-,ลำปาง,CI0101_ร้อยละ,30.79,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_ServicePlan_CI0101,-,ลำปาง,CI0101_จำนวนผู้ป่วยในที่มีภาวะติดเชื้อในกระแสโลหิต เสียชีวิต,222.0,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_ServicePlan_CI0101,-,ลำปาง,CI0101_จำนวนผู้ป่วยในที่มีภาวะติดเชื้อในกระแสโลหิต ทั้งหมด,721.0,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_ServicePlan_CI0101,-,แพร่,CI0101_ชื่อจังหวัด,แพร่,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_ServicePlan_CI0101,-,แพร่,CI0101_ระดับ,S,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_ServicePlan_CI0101,-,แพร่,CI0101_สถานพยาบาล,10715 โรงพยาบาลแพร่,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_ServicePlan_CI0101,-,แพร่,CI0101_ร้อยละ,30.82,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_ServicePlan_CI0101,-,แพร่,CI0101_จำนวนผู้ป่วยในที่มีภาวะติดเชื้อในกระแสโลหิต เสียชีวิต,192.0,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_ServicePlan_CI0101,-,แพร่,CI0101_จำนวนผู้ป่วยในที่มีภาวะติดเชื้อในกระแสโลหิต ทั้งหมด,623.0,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_ServicePlan_CI0101,-,น่าน,CI0101_ชื่อจังหวัด,น่าน,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_ServicePlan_CI0101,-,น่าน,CI0101_ระดับ,S,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_ServicePlan_CI0101,-,น่าน,CI0101_สถานพยาบาล,10716 โรงพยาบาลน่าน,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_ServicePlan_CI0101,-,น่าน,CI0101_ร้อยละ,26.02,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_ServicePlan_CI0101,-,น่าน,CI0101_จำนวนผู้ป่วยในที่มีภาวะติดเชื้อในกระแสโลหิต เสียชีวิต,127.0,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_ServicePlan_CI0101,-,น่าน,CI0101_จำนวนผู้ป่วยในที่มีภาวะติดเชื้อในกระแสโลหิต ทั้งหมด,488.0,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_ServicePlan_CI0101,-,พะเยา,CI0101_ชื่อจังหวัด,พะเยา,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_ServicePlan_CI0101,-,พะเยา,CI0101_ระดับ,S,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_ServicePlan_CI0101,-,พะเยา,CI0101_สถานพยาบาล,10717 โรงพยาบาลพะเยา,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_ServicePlan_CI0101,-,พะเยา,CI0101_ร้อยละ,28.03,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_ServicePlan_CI0101,-,พะเยา,CI0101_จำนวนผู้ป่วยในที่มีภาวะติดเชื้อในกระแสโลหิต เสียชีวิต,148.0,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_ServicePlan_CI0101,-,พะเยา,CI0101_จำนวนผู้ป่วยในที่มีภาวะติดเชื้อในกระแสโลหิต ทั้งหมด,528.0,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_ServicePlan_CI0101,-,เชียงคำ,CI0101_ชื่อจังหวัด,พะเยา,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_ServicePlan_CI0101,-,เชียงคำ,CI0101_ระดับ,M1,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_ServicePlan_CI0101,-,เชียงคำ,CI0101_สถานพยาบาล,10718 โรงพยาบาลเชียงคำ,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_ServicePlan_CI0101,-,เชียงคำ,CI0101_ร้อยละ,18.83,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_ServicePlan_CI0101,-,เชียงคำ,CI0101_จำนวนผู้ป่วยในที่มีภาวะติดเชื้อในกระแสโลหิต เสียชีวิต,45.0,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_ServicePlan_CI0101,-,เชียงคำ,CI0101_จำนวนผู้ป่วยในที่มีภาวะติดเชื้อในกระแสโลหิต ทั้งหมด,239.0,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_ServicePlan_CI0101,-,เชียงรายประชานุเคราะห์,CI0101_ชื่อจังหวัด,เชียงราย,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_ServicePlan_CI0101,-,เชียงรายประชานุเคราะห์,CI0101_ระดับ,A,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_ServicePlan_CI0101,-,เชียงรายประชานุเคราะห์,CI0101_สถานพยาบาล,10674 โรงพยาบาลเชียงรายประชานุเคราะห์,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_ServicePlan_CI0101,-,เชียงรายประชานุเคราะห์,CI0101_ร้อยละ,30.28,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_ServicePlan_CI0101,-,เชียงรายประชานุเคราะห์,CI0101_จำนวนผู้ป่วยในที่มีภาวะติดเชื้อในกระแสโลหิต เสียชีวิต,205.0,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_ServicePlan_CI0101,-,เชียงรายประชานุเคราะห์,CI0101_จำนวนผู้ป่วยในที่มีภาวะติดเชื้อในกระแสโลหิต ทั้งหมด,677.0,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_ServicePlan_CI01011,-,นครพิงค์,CI01011_ชื่อจังหวัด,เชียงใหม่,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_ServicePlan_CI01011,-,นครพิงค์,CI01011_ระดับ,A,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_ServicePlan_CI01011,-,นครพิงค์,CI01011_สถานพยาบาล,10713 โรงพยาบาลนครพิงค์,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_ServicePlan_CI01011,-,นครพิงค์,CI01011_เฉลี่ย,12.18,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_ServicePlan_CI01011,-,นครพิงค์,CI01011_จำนวนผู้ป่วยในที่มีภาวะติดเชื้อในกระแสโลหิต ทั้งหมด,959.0,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_ServicePlan_CI01011,-,นครพิงค์,CI01011_จำนวนวันนอนผู้ป่วยในที่มีภาวะติดเชื้อในกระแสโลหิต,11685.0,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_ServicePlan_CI01011,-,ลำพูน,CI01011_ชื่อจังหวัด,ลำพูน,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_ServicePlan_CI01011,-,ลำพูน,CI01011_ระดับ,S,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_ServicePlan_CI01011,-,ลำพูน,CI01011_สถานพยาบาล,10714 โรงพยาบาลลำพูน,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_ServicePlan_CI01011,-,ลำพูน,CI01011_เฉลี่ย,10.66,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_ServicePlan_CI01011,-,ลำพูน,CI01011_จำนวนผู้ป่วยในที่มีภาวะติดเชื้อในกระแสโลหิต ทั้งหมด,497.0,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_ServicePlan_CI01011,-,ลำพูน,CI01011_จำนวนวันนอนผู้ป่วยในที่มีภาวะติดเชื้อในกระแสโลหิต,5298.0,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_ServicePlan_CI01011,-,ลำปาง,CI01011_ชื่อจังหวัด,ลำปาง,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_ServicePlan_CI01011,-,ลำปาง,CI01011_ระดับ,A,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_ServicePlan_CI01011,-,ลำปาง,CI01011_สถานพยาบาล,10672 โรงพยาบาลลำปาง,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_ServicePlan_CI01011,-,ลำปาง,CI01011_เฉลี่ย,10.68,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_ServicePlan_CI01011,-,ลำปาง,CI01011_จำนวนผู้ป่วยในที่มีภาวะติดเชื้อในกระแสโลหิต ทั้งหมด,721.0,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_ServicePlan_CI01011,-,ลำปาง,CI01011_จำนวนวันนอนผู้ป่วยในที่มีภาวะติดเชื้อในกระแสโลหิต,7703.0,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_ServicePlan_CI01011,-,แพร่,CI01011_ชื่อจังหวัด,แพร่,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_ServicePlan_CI01011,-,แพร่,CI01011_ระดับ,S,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_ServicePlan_CI01011,-,แพร่,CI01011_สถานพยาบาล,10715 โรงพยาบาลแพร่,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_ServicePlan_CI01011,-,แพร่,CI01011_เฉลี่ย,11.53,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_ServicePlan_CI01011,-,แพร่,CI01011_จำนวนผู้ป่วยในที่มีภาวะติดเชื้อในกระแสโลหิต ทั้งหมด,623.0,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_ServicePlan_CI01011,-,แพร่,CI01011_จำนวนวันนอนผู้ป่วยในที่มีภาวะติดเชื้อในกระแสโลหิต,7185.0,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_ServicePlan_CI01011,-,น่าน,CI01011_ชื่อจังหวัด,น่าน,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_ServicePlan_CI01011,-,น่าน,CI01011_ระดับ,S,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_ServicePlan_CI01011,-,น่าน,CI01011_สถานพยาบาล,10716 โรงพยาบาลน่าน,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_ServicePlan_CI01011,-,น่าน,CI01011_เฉลี่ย,13.03,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_ServicePlan_CI01011,-,น่าน,CI01011_จำนวนผู้ป่วยในที่มีภาวะติดเชื้อในกระแสโลหิต ทั้งหมด,488.0,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_ServicePlan_CI01011,-,น่าน,CI01011_จำนวนวันนอนผู้ป่วยในที่มีภาวะติดเชื้อในกระแสโลหิต,6357.0,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_ServicePlan_CI01011,-,พะเยา,CI01011_ชื่อจังหวัด,พะเยา,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_ServicePlan_CI01011,-,พะเยา,CI01011_ระดับ,S,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_ServicePlan_CI01011,-,พะเยา,CI01011_สถานพยาบาล,10717 โรงพยาบาลพะเยา,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_ServicePlan_CI01011,-,พะเยา,CI01011_เฉลี่ย,11.16,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_ServicePlan_CI01011,-,พะเยา,CI01011_จำนวนผู้ป่วยในที่มีภาวะติดเชื้อในกระแสโลหิต ทั้งหมด,528.0,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_ServicePlan_CI01011,-,พะเยา,CI01011_จำนวนวันนอนผู้ป่วยในที่มีภาวะติดเชื้อในกระแสโลหิต,5894.0,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_ServicePlan_CI01011,-,เชียงคำ,CI01011_ชื่อจังหวัด,พะเยา,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_ServicePlan_CI01011,-,เชียงคำ,CI01011_ระดับ,M1,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_ServicePlan_CI01011,-,เชียงคำ,CI01011_สถานพยาบาล,10718 โรงพยาบาลเชียงคำ,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_ServicePlan_CI01011,-,เชียงคำ,CI01011_เฉลี่ย,10.15,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_ServicePlan_CI01011,-,เชียงคำ,CI01011_จำนวนผู้ป่วยในที่มีภาวะติดเชื้อในกระแสโลหิต ทั้งหมด,239.0,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_ServicePlan_CI01011,-,เชียงคำ,CI01011_จำนวนวันนอนผู้ป่วยในที่มีภาวะติดเชื้อในกระแสโลหิต,2427.0,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_ServicePlan_CI01011,-,เชียงรายประชานุเคราะห์,CI01011_ชื่อจังหวัด,เชียงราย,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_ServicePlan_CI01011,-,เชียงรายประชานุเคราะห์,CI01011_ระดับ,A,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_ServicePlan_CI01011,-,เชียงรายประชานุเคราะห์,CI01011_สถานพยาบาล,10674 โรงพยาบาลเชียงรายประชานุเคราะห์,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_ServicePlan_CI01011,-,เชียงรายประชานุเคราะห์,CI01011_เฉลี่ย,7.74,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_ServicePlan_CI01011,-,เชียงรายประชานุเคราะห์,CI01011_จำนวนผู้ป่วยในที่มีภาวะติดเชื้อในกระแสโลหิต ทั้งหมด,677.0,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_ServicePlan_CI01011,-,เชียงรายประชานุเคราะห์,CI01011_จำนวนวันนอนผู้ป่วยในที่มีภาวะติดเชื้อในกระแสโลหิต,5237.0,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_ServicePlan_CI0102,-,นครพิงค์,CI0102_ชื่อจังหวัด,เชียงใหม่,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_ServicePlan_CI0102,-,นครพิงค์,CI0102_ระดับ,A,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_ServicePlan_CI0102,-,นครพิงค์,CI0102_สถานพยาบาล,10713 โรงพยาบาลนครพิงค์,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_ServicePlan_CI0102,-,นครพิงค์,CI0102_ร้อยละ,42.51,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_ServicePlan_CI0102,-,นครพิงค์,CI0102_จำนวนผู้ป่วยในที่มีภาวะติดเชื้อในกระแสโลหิตแบบรุนแรง เสียชีวิต,190.0,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_ServicePlan_CI0102,-,นครพิงค์,CI0102_จำนวนผู้ป่วยในที่มีภาวะติดเชื้อในกระแสโลหิตแบบรุนแรง ทั้งหมด,447.0,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_ServicePlan_CI0102,-,ลำพูน,CI0102_ชื่อจังหวัด,ลำพูน,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_ServicePlan_CI0102,-,ลำพูน,CI0102_ระดับ,S,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_ServicePlan_CI0102,-,ลำพูน,CI0102_สถานพยาบาล,10714 โรงพยาบาลลำพูน,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_ServicePlan_CI0102,-,ลำพูน,CI0102_ร้อยละ,39.29,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_ServicePlan_CI0102,-,ลำพูน,CI0102_จำนวนผู้ป่วยในที่มีภาวะติดเชื้อในกระแสโลหิตแบบรุนแรง เสียชีวิต,121.0,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_ServicePlan_CI0102,-,ลำพูน,CI0102_จำนวนผู้ป่วยในที่มีภาวะติดเชื้อในกระแสโลหิตแบบรุนแรง ทั้งหมด,308.0,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_ServicePlan_CI0102,-,ลำปาง,CI0102_ชื่อจังหวัด,ลำปาง,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_ServicePlan_CI0102,-,ลำปาง,CI0102_ระดับ,A,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_ServicePlan_CI0102,-,ลำปาง,CI0102_สถานพยาบาล,10672 โรงพยาบาลลำปาง,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_ServicePlan_CI0102,-,ลำปาง,CI0102_ร้อยละ,44.74,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_ServicePlan_CI0102,-,ลำปาง,CI0102_จำนวนผู้ป่วยในที่มีภาวะติดเชื้อในกระแสโลหิตแบบรุนแรง เสียชีวิต,153.0,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_ServicePlan_CI0102,-,ลำปาง,CI0102_จำนวนผู้ป่วยในที่มีภาวะติดเชื้อในกระแสโลหิตแบบรุนแรง ทั้งหมด,342.0,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_ServicePlan_CI0102,-,แพร่,CI0102_ชื่อจังหวัด,แพร่,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_ServicePlan_CI0102,-,แพร่,CI0102_ระดับ,S,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_ServicePlan_CI0102,-,แพร่,CI0102_สถานพยาบาล,10715 โรงพยาบาลแพร่,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_ServicePlan_CI0102,-,แพร่,CI0102_ร้อยละ,44.0,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_ServicePlan_CI0102,-,แพร่,CI0102_จำนวนผู้ป่วยในที่มีภาวะติดเชื้อในกระแสโลหิตแบบรุนแรง เสียชีวิต,165.0,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_ServicePlan_CI0102,-,แพร่,CI0102_จำนวนผู้ป่วยในที่มีภาวะติดเชื้อในกระแสโลหิตแบบรุนแรง ทั้งหมด,375.0,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_ServicePlan_CI0102,-,น่าน,CI0102_ชื่อจังหวัด,น่าน,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_ServicePlan_CI0102,-,น่าน,CI0102_ระดับ,S,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_ServicePlan_CI0102,-,น่าน,CI0102_สถานพยาบาล,10716 โรงพยาบาลน่าน,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_ServicePlan_CI0102,-,น่าน,CI0102_ร้อยละ,37.11,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_ServicePlan_CI0102,-,น่าน,CI0102_จำนวนผู้ป่วยในที่มีภาวะติดเชื้อในกระแสโลหิตแบบรุนแรง เสียชีวิต,118.0,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_ServicePlan_CI0102,-,น่าน,CI0102_จำนวนผู้ป่วยในที่มีภาวะติดเชื้อในกระแสโลหิตแบบรุนแรง ทั้งหมด,318.0,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_ServicePlan_CI0102,-,พะเยา,CI0102_ชื่อจังหวัด,พะเยา,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_ServicePlan_CI0102,-,พะเยา,CI0102_ระดับ,S,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_ServicePlan_CI0102,-,พะเยา,CI0102_สถานพยาบาล,10717 โรงพยาบาลพะเยา,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_ServicePlan_CI0102,-,พะเยา,CI0102_ร้อยละ,42.47,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_ServicePlan_CI0102,-,พะเยา,CI0102_จำนวนผู้ป่วยในที่มีภาวะติดเชื้อในกระแสโลหิตแบบรุนแรง เสียชีวิต,124.0,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_ServicePlan_CI0102,-,พะเยา,CI0102_จำนวนผู้ป่วยในที่มีภาวะติดเชื้อในกระแสโลหิตแบบรุนแรง ทั้งหมด,292.0,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_ServicePlan_CI0102,-,เชียงคำ,CI0102_ชื่อจังหวัด,พะเยา,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_ServicePlan_CI0102,-,เชียงคำ,CI0102_ระดับ,M1,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_ServicePlan_CI0102,-,เชียงคำ,CI0102_สถานพยาบาล,10718 โรงพยาบาลเชียงคำ,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_ServicePlan_CI0102,-,เชียงคำ,CI0102_ร้อยละ,27.7,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_ServicePlan_CI0102,-,เชียงคำ,CI0102_จำนวนผู้ป่วยในที่มีภาวะติดเชื้อในกระแสโลหิตแบบรุนแรง เสียชีวิต,41.0,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_ServicePlan_CI0102,-,เชียงคำ,CI0102_จำนวนผู้ป่วยในที่มีภาวะติดเชื้อในกระแสโลหิตแบบรุนแรง ทั้งหมด,148.0,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_ServicePlan_CI0102,-,เชียงรายประชานุเคราะห์,CI0102_ชื่อจังหวัด,เชียงราย,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_ServicePlan_CI0102,-,เชียงรายประชานุเคราะห์,CI0102_ระดับ,A,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_ServicePlan_CI0102,-,เชียงรายประชานุเคราะห์,CI0102_สถานพยาบาล,10674 โรงพยาบาลเชียงรายประชานุเคราะห์,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_ServicePlan_CI0102,-,เชียงรายประชานุเคราะห์,CI0102_ร้อยละ,37.26,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_ServicePlan_CI0102,-,เชียงรายประชานุเคราะห์,CI0102_จำนวนผู้ป่วยในที่มีภาวะติดเชื้อในกระแสโลหิตแบบรุนแรง เสียชีวิต,158.0,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_ServicePlan_CI0102,-,เชียงรายประชานุเคราะห์,CI0102_จำนวนผู้ป่วยในที่มีภาวะติดเชื้อในกระแสโลหิตแบบรุนแรง ทั้งหมด,424.0,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_ServicePlan_CI01021,-,นครพิงค์,CI01021_ชื่อจังหวัด,เชียงใหม่,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_ServicePlan_CI01021,-,นครพิงค์,CI01021_ระดับ,A,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_ServicePlan_CI01021,-,นครพิงค์,CI01021_สถานพยาบาล,10713 โรงพยาบาลนครพิงค์,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_ServicePlan_CI01021,-,นครพิงค์,CI01021_เฉลี่ย,12.03,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_ServicePlan_CI01021,-,นครพิงค์,CI01021_จำนวนผู้ป่วยในที่มีภาวะติดเชื้อในกระแสโลหิตแบบรุนแรง ทั้งหมด,447.0,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_ServicePlan_CI01021,-,นครพิงค์,CI01021_จำนวนวันนอนผู้ป่วยในที่มีภาวะติดเชื้อในกระแสโลหิตแบบรุนแรง,5379.0,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_ServicePlan_CI01021,-,ลำพูน,CI01021_ชื่อจังหวัด,ลำพูน,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_ServicePlan_CI01021,-,ลำพูน,CI01021_ระดับ,S,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_ServicePlan_CI01021,-,ลำพูน,CI01021_สถานพยาบาล,10714 โรงพยาบาลลำพูน,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_ServicePlan_CI01021,-,ลำพูน,CI01021_เฉลี่ย,11.38,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_ServicePlan_CI01021,-,ลำพูน,CI01021_จำนวนผู้ป่วยในที่มีภาวะติดเชื้อในกระแสโลหิตแบบรุนแรง ทั้งหมด,308.0,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_ServicePlan_CI01021,-,ลำพูน,CI01021_จำนวนวันนอนผู้ป่วยในที่มีภาวะติดเชื้อในกระแสโลหิตแบบรุนแรง,3505.0,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_ServicePlan_CI01021,-,ลำปาง,CI01021_ชื่อจังหวัด,ลำปาง,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_ServicePlan_CI01021,-,ลำปาง,CI01021_ระดับ,A,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_ServicePlan_CI01021,-,ลำปาง,CI01021_สถานพยาบาล,10672 โรงพยาบาลลำปาง,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_ServicePlan_CI01021,-,ลำปาง,CI01021_เฉลี่ย,12.09,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_ServicePlan_CI01021,-,ลำปาง,CI01021_จำนวนผู้ป่วยในที่มีภาวะติดเชื้อในกระแสโลหิตแบบรุนแรง ทั้งหมด,342.0,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_ServicePlan_CI01021,-,ลำปาง,CI01021_จำนวนวันนอนผู้ป่วยในที่มีภาวะติดเชื้อในกระแสโลหิตแบบรุนแรง,4135.0,-,CMI Web (scraped 2569),ข้อมูลจริง
ค่าจริง_ServicePlan_CI01021,-,แพร่,CI01021_ชื่อจังหวัด,แพร่,-,CMI Web (scraped 2569),ข้อมูลจริง
